COU,Country,POL,Pollutant,VAR,Year,Value
ISL,Iceland,CO2,Carbon dioxide,TOTAL,2013,3490.1
ISL,Iceland,CO2,Carbon dioxide,TOTAL,2014,3446.72
ISL,Iceland,CO2,Carbon dioxide,TOTAL,2015,3543.71
ISL,Iceland,CO2,Carbon dioxide,TOTAL,2016,3495.52
ISL,Iceland,CO2,Carbon dioxide,TOTAL,2017,3612.19
ISL,Iceland,CO2,Carbon dioxide,TOTAL,2018,3668.96
ISL,Iceland,CO2,Carbon dioxide,TOTAL,2019,3558.74
ISL,Iceland,CO2,Carbon dioxide,TOTAL,2020,3339.56
ISL,Iceland,CO2,Carbon dioxide,TOTAL,2021,3510.05
ISL,Iceland,CH4,Methane,TOTAL,1990,717.89
ISL,Iceland,CH4,Methane,TOTAL,1991,712.14
ISL,Iceland,CH4,Methane,TOTAL,1992,714.57
ISL,Iceland,CH4,Methane,TOTAL,1993,728.14
ISL,Iceland,CH4,Methane,TOTAL,1994,734.08
ISL,Iceland,CH4,Methane,TOTAL,1995,731.62
ISL,Iceland,CH4,Methane,TOTAL,1996,752.37
ISL,Iceland,CH4,Methane,TOTAL,1997,754.26
ISL,Iceland,CH4,Methane,TOTAL,1998,754.43
ISL,Iceland,CH4,Methane,TOTAL,1999,756.31
ISL,Iceland,CH4,Methane,TOTAL,2000,755.25
ISL,Iceland,CH4,Methane,TOTAL,2001,763.32
ISL,Iceland,CH4,Methane,TOTAL,2002,767.78
ISL,Iceland,CH4,Methane,TOTAL,2003,754.8
ISL,Iceland,CH4,Methane,TOTAL,2004,747.26
ISL,Iceland,CH4,Methane,TOTAL,2005,734.66
ISL,Iceland,CH4,Methane,TOTAL,2006,772.35
ISL,Iceland,CH4,Methane,TOTAL,2007,781.56
ISL,Iceland,CH4,Methane,TOTAL,2008,767.43
ISL,Iceland,CH4,Methane,TOTAL,2009,759.52
ISL,Iceland,CH4,Methane,TOTAL,2010,755.45
ISL,Iceland,CH4,Methane,TOTAL,2011,731.95
ISL,Iceland,CH4,Methane,TOTAL,2012,699.26
ISL,Iceland,CH4,Methane,TOTAL,2013,700.82
ISL,Iceland,CH4,Methane,TOTAL,2014,709.03
ISL,Iceland,CH4,Methane,TOTAL,2015,714.63
ISL,Iceland,CH4,Methane,TOTAL,2016,700.92
ISL,Iceland,CH4,Methane,TOTAL,2017,686.79
ISL,Iceland,CH4,Methane,TOTAL,2018,685.07
ISL,Iceland,CH4,Methane,TOTAL,2019,632.4
ISL,Iceland,CH4,Methane,TOTAL,2020,651.91
ISL,Iceland,CH4,Methane,TOTAL,2021,654.08
ISL,Iceland,N2O,Nitrous oxide,TOTAL,1990,295.11
ISL,Iceland,N2O,Nitrous oxide,TOTAL,1991,288.88
ISL,Iceland,N2O,Nitrous oxide,TOTAL,1992,277.86
ISL,Iceland,N2O,Nitrous oxide,TOTAL,1993,285.26
ISL,Iceland,N2O,Nitrous oxide,TOTAL,1994,290.29
ISL,Iceland,N2O,Nitrous oxide,TOTAL,1995,286.93
ISL,Iceland,N2O,Nitrous oxide,TOTAL,1996,301.68
ISL,Iceland,N2O,Nitrous oxide,TOTAL,1997,296.05
ISL,Iceland,N2O,Nitrous oxide,TOTAL,1998,296.57
ISL,Iceland,N2O,Nitrous oxide,TOTAL,1999,303.57
ISL,Iceland,N2O,Nitrous oxide,TOTAL,2000,286.65
ISL,Iceland,N2O,Nitrous oxide,TOTAL,2001,282.65
ISL,Iceland,N2O,Nitrous oxide,TOTAL,2002,260.77
ISL,Iceland,N2O,Nitrous oxide,TOTAL,2003,256.25
ISL,Iceland,N2O,Nitrous oxide,TOTAL,2004,259.44
ISL,Iceland,N2O,Nitrous oxide,TOTAL,2005,258.71
ISL,Iceland,N2O,Nitrous oxide,TOTAL,2006,269.0
ISL,Iceland,N2O,Nitrous oxide,TOTAL,2007,279.65
ISL,Iceland,N2O,Nitrous oxide,TOTAL,2008,285.94
ISL,Iceland,N2O,Nitrous oxide,TOTAL,2009,264.03
ISL,Iceland,N2O,Nitrous oxide,TOTAL,2010,254.39
ISL,Iceland,N2O,Nitrous oxide,TOTAL,2011,250.73
ISL,Iceland,N2O,Nitrous oxide,TOTAL,2012,256.13
ISL,Iceland,N2O,Nitrous oxide,TOTAL,2013,250.6
ISL,Iceland,N2O,Nitrous oxide,TOTAL,2014,271.7
ISL,Iceland,N2O,Nitrous oxide,TOTAL,2015,258.11
ISL,Iceland,N2O,Nitrous oxide,TOTAL,2016,255.94
ISL,Iceland,N2O,Nitrous oxide,TOTAL,2017,266.34
ISL,Iceland,N2O,Nitrous oxide,TOTAL,2018,255.13
ISL,Iceland,N2O,Nitrous oxide,TOTAL,2019,243.55
ISL,Iceland,N2O,Nitrous oxide,TOTAL,2020,244.77
ISL,Iceland,N2O,Nitrous oxide,TOTAL,2021,248.94
ISL,Iceland,HFC,Hydrofluorocarbons,TOTAL,1990,0.31
ISL,Iceland,HFC,Hydrofluorocarbons,TOTAL,1991,0.63
ISL,Iceland,HFC,Hydrofluorocarbons,TOTAL,1992,0.64
ISL,Iceland,HFC,Hydrofluorocarbons,TOTAL,1993,1.44
ISL,Iceland,HFC,Hydrofluorocarbons,TOTAL,1994,1.85
ISL,Iceland,HFC,Hydrofluorocarbons,TOTAL,1995,3.15
ISL,Iceland,HFC,Hydrofluorocarbons,TOTAL,1996,10.09
ISL,Iceland,HFC,Hydrofluorocarbons,TOTAL,1997,16.14
ISL,Iceland,HFC,Hydrofluorocarbons,TOTAL,1998,25.47
ISL,Iceland,HFC,Hydrofluorocarbons,TOTAL,1999,37.0
ISL,Iceland,HFC,Hydrofluorocarbons,TOTAL,2000,42.99
ISL,Iceland,HFC,Hydrofluorocarbons,TOTAL,2001,39.83
ISL,Iceland,HFC,Hydrofluorocarbons,TOTAL,2002,44.65
ISL,Iceland,HFC,Hydrofluorocarbons,TOTAL,2003,45.14
ISL,Iceland,HFC,Hydrofluorocarbons,TOTAL,2004,52.17
ISL,Iceland,HFC,Hydrofluorocarbons,TOTAL,2005,57.24
ISL,Iceland,HFC,Hydrofluorocarbons,TOTAL,2006,66.31
ISL,Iceland,HFC,Hydrofluorocarbons,TOTAL,2007,66.98
ISL,Iceland,HFC,Hydrofluorocarbons,TOTAL,2008,68.57
ISL,Iceland,HFC,Hydrofluorocarbons,TOTAL,2009,81.82
ISL,Iceland,HFC,Hydrofluorocarbons,TOTAL,2010,109.92
ISL,Iceland,HFC,Hydrofluorocarbons,TOTAL,2011,134.72
ISL,Iceland,HFC,Hydrofluorocarbons,TOTAL,2012,140.16
ISL,Iceland,HFC,Hydrofluorocarbons,TOTAL,2013,170.54
ISL,Iceland,HFC,Hydrofluorocarbons,TOTAL,2014,168.56
ISL,Iceland,HFC,Hydrofluorocarbons,TOTAL,2015,161.37
ISL,Iceland,HFC,Hydrofluorocarbons,TOTAL,2016,179.21
ISL,Iceland,HFC,Hydrofluorocarbons,TOTAL,2017,170.45
ISL,Iceland,HFC,Hydrofluorocarbons,TOTAL,2018,188.53
ISL,Iceland,HFC,Hydrofluorocarbons,TOTAL,2019,199.64
ISL,Iceland,HFC,Hydrofluorocarbons,TOTAL,2020,195.61
ISL,Iceland,HFC,Hydrofluorocarbons,TOTAL,2021,157.25
ISL,Iceland,PFC,Perfluorocarbons,TOTAL,1990,444.82
ISL,Iceland,PFC,Perfluorocarbons,TOTAL,1991,369.25
ISL,Iceland,PFC,Perfluorocarbons,TOTAL,1992,164.6
ISL,Iceland,PFC,Perfluorocarbons,TOTAL,1993,79.35
ISL,Iceland,PFC,Perfluorocarbons,TOTAL,1994,47.24
ISL,Iceland,PFC,Perfluorocarbons,TOTAL,1995,62.38
ISL,Iceland,PFC,Perfluorocarbons,TOTAL,1996,26.66
ISL,Iceland,PFC,Perfluorocarbons,TOTAL,1997,87.3
ISL,Iceland,PFC,Perfluorocarbons,TOTAL,1998,190.94
ISL,Iceland,PFC,Perfluorocarbons,TOTAL,1999,183.61
ISL,Iceland,PFC,Perfluorocarbons,TOTAL,2000,134.79
ISL,Iceland,PFC,Perfluorocarbons,TOTAL,2001,97.16
ISL,Iceland,PFC,Perfluorocarbons,TOTAL,2002,76.9
ISL,Iceland,PFC,Perfluorocarbons,TOTAL,2003,63.38
ISL,Iceland,PFC,Perfluorocarbons,TOTAL,2004,40.9
ISL,Iceland,PFC,Perfluorocarbons,TOTAL,2005,27.66
ISL,Iceland,PFC,Perfluorocarbons,TOTAL,2006,353.22
ISL,Iceland,PFC,Perfluorocarbons,TOTAL,2007,298.01
ISL,Iceland,PFC,Perfluorocarbons,TOTAL,2008,369.94
ISL,Iceland,PFC,Perfluorocarbons,TOTAL,2009,161.91
ISL,Iceland,PFC,Perfluorocarbons,TOTAL,2010,154.37
ISL,Iceland,PFC,Perfluorocarbons,TOTAL,2011,67.01
ISL,Iceland,PFC,Perfluorocarbons,TOTAL,2012,84.53
ISL,Iceland,PFC,Perfluorocarbons,TOTAL,2013,79.28
ISL,Iceland,PFC,Perfluorocarbons,TOTAL,2014,89.05
ISL,Iceland,PFC,Perfluorocarbons,TOTAL,2015,93.25
ISL,Iceland,PFC,Perfluorocarbons,TOTAL,2016,82.56
ISL,Iceland,PFC,Perfluorocarbons,TOTAL,2017,61.12
ISL,Iceland,PFC,Perfluorocarbons,TOTAL,2018,68.7
ISL,Iceland,PFC,Perfluorocarbons,TOTAL,2019,87.22
ISL,Iceland,PFC,Perfluorocarbons,TOTAL,2020,85.96
ISL,Iceland,PFC,Perfluorocarbons,TOTAL,2021,88.95
ISL,Iceland,SF6,Sulphur hexafluoride,TOTAL,1990,1.13
ISL,Iceland,SF6,Sulphur hexafluoride,TOTAL,1991,1.28
ISL,Iceland,SF6,Sulphur hexafluoride,TOTAL,1992,1.28
ISL,Iceland,SF6,Sulphur hexafluoride,TOTAL,1993,1.28
ISL,Iceland,SF6,Sulphur hexafluoride,TOTAL,1994,1.28
ISL,Iceland,SF6,Sulphur hexafluoride,TOTAL,1995,1.28
ISL,Iceland,SF6,Sulphur hexafluoride,TOTAL,1996,1.28
ISL,Iceland,SF6,Sulphur hexafluoride,TOTAL,1997,1.28
ISL,Iceland,SF6,Sulphur hexafluoride,TOTAL,1998,1.28
ISL,Iceland,SF6,Sulphur hexafluoride,TOTAL,1999,1.28
ISL,Iceland,SF6,Sulphur hexafluoride,TOTAL,2000,1.35
ISL,Iceland,SF6,Sulphur hexafluoride,TOTAL,2001,1.35
ISL,Iceland,SF6,Sulphur hexafluoride,TOTAL,2002,1.35
ISL,Iceland,SF6,Sulphur hexafluoride,TOTAL,2003,1.35
ISL,Iceland,SF6,Sulphur hexafluoride,TOTAL,2004,1.36
ISL,Iceland,SF6,Sulphur hexafluoride,TOTAL,2005,2.59
ISL,Iceland,SF6,Sulphur hexafluoride,TOTAL,2006,2.69
ISL,Iceland,SF6,Sulphur hexafluoride,TOTAL,2007,2.98
ISL,Iceland,SF6,Sulphur hexafluoride,TOTAL,2008,3.1
ISL,Iceland,SF6,Sulphur hexafluoride,TOTAL,2009,3.13
ISL,Iceland,SF6,Sulphur hexafluoride,TOTAL,2010,4.81
ISL,Iceland,SF6,Sulphur hexafluoride,TOTAL,2011,3.14
ISL,Iceland,SF6,Sulphur hexafluoride,TOTAL,2012,5.51
ISL,Iceland,SF6,Sulphur hexafluoride,TOTAL,2013,3.32
ISL,Iceland,SF6,Sulphur hexafluoride,TOTAL,2014,2.46
ISL,Iceland,SF6,Sulphur hexafluoride,TOTAL,2015,1.63
ISL,Iceland,SF6,Sulphur hexafluoride,TOTAL,2016,1.39
ISL,Iceland,SF6,Sulphur hexafluoride,TOTAL,2017,2.81
ISL,Iceland,SF6,Sulphur hexafluoride,TOTAL,2018,4.03
ISL,Iceland,SF6,Sulphur hexafluoride,TOTAL,2019,2.34
ISL,Iceland,SF6,Sulphur hexafluoride,TOTAL,2020,3.25
ISL,Iceland,SF6,Sulphur hexafluoride,TOTAL,2021,2.97
IRL,Ireland,GHG,Greenhouse gases,TOTAL,1990,55642.84
IRL,Ireland,GHG,Greenhouse gases,TOTAL,1991,56553.46
IRL,Ireland,GHG,Greenhouse gases,TOTAL,1992,56589.56
IRL,Ireland,GHG,Greenhouse gases,TOTAL,1993,57186.83
IRL,Ireland,GHG,Greenhouse gases,TOTAL,1994,58593.62
IRL,Ireland,GHG,Greenhouse gases,TOTAL,1995,60080.66
IRL,Ireland,GHG,Greenhouse gases,TOTAL,1996,62245.17
IRL,Ireland,GHG,Greenhouse gases,TOTAL,1997,63683.62
IRL,Ireland,GHG,Greenhouse gases,TOTAL,1998,66292.46
IRL,Ireland,GHG,Greenhouse gases,TOTAL,1999,67523.41
IRL,Ireland,GHG,Greenhouse gases,TOTAL,2000,69712.38
IRL,Ireland,GHG,Greenhouse gases,TOTAL,2001,71814.45
IRL,Ireland,GHG,Greenhouse gases,TOTAL,2002,69975.2
IRL,Ireland,GHG,Greenhouse gases,TOTAL,2003,70468.5
IRL,Ireland,GHG,Greenhouse gases,TOTAL,2004,69723.02
IRL,Ireland,GHG,Greenhouse gases,TOTAL,2005,71531.48
IRL,Ireland,GHG,Greenhouse gases,TOTAL,2006,71019.46
IRL,Ireland,GHG,Greenhouse gases,TOTAL,2007,69874.87
IRL,Ireland,GHG,Greenhouse gases,TOTAL,2008,69330.44
IRL,Ireland,GHG,Greenhouse gases,TOTAL,2009,63528.26
IRL,Ireland,GHG,Greenhouse gases,TOTAL,2010,63032.16
IRL,Ireland,GHG,Greenhouse gases,TOTAL,2011,58852.53
IRL,Ireland,GHG,Greenhouse gases,TOTAL,2012,59939.51
IRL,Ireland,GHG,Greenhouse gases,TOTAL,2013,59711.61
IRL,Ireland,GHG,Greenhouse gases,TOTAL,2014,59220.74
IRL,Ireland,GHG,Greenhouse gases,TOTAL,2015,61724.03
IRL,Ireland,GHG,Greenhouse gases,TOTAL,2016,64005.36
IRL,Ireland,GHG,Greenhouse gases,TOTAL,2017,63424.53
IRL,Ireland,GHG,Greenhouse gases,TOTAL,2018,63734.11
IRL,Ireland,GHG,Greenhouse gases,TOTAL,2019,61165.04
IRL,Ireland,GHG,Greenhouse gases,TOTAL,2020,59056.3
IRL,Ireland,GHG,Greenhouse gases,TOTAL,2021,62109.87
IRL,Ireland,CO2,Carbon dioxide,TOTAL,1990,32944.42
IRL,Ireland,CO2,Carbon dioxide,TOTAL,1991,33674.31
IRL,Ireland,CO2,Carbon dioxide,TOTAL,1992,33495.32
IRL,Ireland,CO2,Carbon dioxide,TOTAL,1993,33716.36
IRL,Ireland,CO2,Carbon dioxide,TOTAL,1994,34838.45
IRL,Ireland,CO2,Carbon dioxide,TOTAL,1995,35852.99
IRL,Ireland,CO2,Carbon dioxide,TOTAL,1996,37469.27
IRL,Ireland,CO2,Carbon dioxide,TOTAL,1997,38804.99
IRL,Ireland,CO2,Carbon dioxide,TOTAL,1998,40708.97
IRL,Ireland,CO2,Carbon dioxide,TOTAL,1999,42440.18
IRL,Ireland,CO2,Carbon dioxide,TOTAL,2000,45249.11
IRL,Ireland,CO2,Carbon dioxide,TOTAL,2001,47607.62
IRL,Ireland,CO2,Carbon dioxide,TOTAL,2002,46081.59
IRL,Ireland,CO2,Carbon dioxide,TOTAL,2003,45684.11
IRL,Ireland,CO2,Carbon dioxide,TOTAL,2004,46166.78
IRL,Ireland,CO2,Carbon dioxide,TOTAL,2005,48156.2
IRL,Ireland,CO2,Carbon dioxide,TOTAL,2006,47604.45
IRL,Ireland,CO2,Carbon dioxide,TOTAL,2007,47664.09
IRL,Ireland,CO2,Carbon dioxide,TOTAL,2008,47362.83
IRL,Ireland,CO2,Carbon dioxide,TOTAL,2009,42179.09
IRL,Ireland,CO2,Carbon dioxide,TOTAL,2010,41793.22
IRL,Ireland,CO2,Carbon dioxide,TOTAL,2011,38056.37
IRL,Ireland,CO2,Carbon dioxide,TOTAL,2012,38227.2
IRL,Ireland,CO2,Carbon dioxide,TOTAL,2013,37281.87
IRL,Ireland,CO2,Carbon dioxide,TOTAL,2014,36853.21
IRL,Ireland,CO2,Carbon dioxide,TOTAL,2015,38718.55
IRL,Ireland,CO2,Carbon dioxide,TOTAL,2016,40369.68
IRL,Ireland,CO2,Carbon dioxide,TOTAL,2017,39078.28
IRL,Ireland,CO2,Carbon dioxide,TOTAL,2018,39012.56
IRL,Ireland,CO2,Carbon dioxide,TOTAL,2019,37325.75
IRL,Ireland,CO2,Carbon dioxide,TOTAL,2020,35123.78
IRL,Ireland,CO2,Carbon dioxide,TOTAL,2021,37547.28
IRL,Ireland,CH4,Methane,TOTAL,1990,16138.04
IRL,Ireland,CH4,Methane,TOTAL,1991,16513.96
IRL,Ireland,CH4,Methane,TOTAL,1992,16777.88
IRL,Ireland,CH4,Methane,TOTAL,1993,16959.1
IRL,Ireland,CH4,Methane,TOTAL,1994,16973.74
IRL,Ireland,CH4,Methane,TOTAL,1995,17100.73
IRL,Ireland,CH4,Methane,TOTAL,1996,17458.12
IRL,Ireland,CH4,Methane,TOTAL,1997,17543.75
IRL,Ireland,CH4,Methane,TOTAL,1998,17937.32
IRL,Ireland,CH4,Methane,TOTAL,1999,17473.94
IRL,Ireland,CH4,Methane,TOTAL,2000,16885.61
IRL,Ireland,CH4,Methane,TOTAL,2001,17010.9
IRL,Ireland,CH4,Methane,TOTAL,2002,16976.74
IRL,Ireland,CH4,Methane,TOTAL,2003,17729.19
IRL,Ireland,CH4,Methane,TOTAL,2004,16615.8
IRL,Ireland,CH4,Methane,TOTAL,2005,16331.52
IRL,Ireland,CH4,Methane,TOTAL,2006,16451.28
IRL,Ireland,CH4,Methane,TOTAL,2007,15469.06
IRL,Ireland,CH4,Methane,TOTAL,2008,15292.74
IRL,Ireland,CH4,Methane,TOTAL,2009,14854.9
IRL,Ireland,CH4,Methane,TOTAL,2010,14535.09
IRL,Ireland,CH4,Methane,TOTAL,2011,14490.85
IRL,Ireland,CH4,Methane,TOTAL,2012,15230.38
IRL,Ireland,CH4,Methane,TOTAL,2013,15545.32
IRL,Ireland,CH4,Methane,TOTAL,2014,15642.76
IRL,Ireland,CH4,Methane,TOTAL,2015,16233.38
IRL,Ireland,CH4,Methane,TOTAL,2016,16685.95
IRL,Ireland,CH4,Methane,TOTAL,2017,17177.21
IRL,Ireland,CH4,Methane,TOTAL,2018,17543.27
IRL,Ireland,CH4,Methane,TOTAL,2019,17043.06
IRL,Ireland,CH4,Methane,TOTAL,2020,17286.83
IRL,Ireland,CH4,Methane,TOTAL,2021,17649.7
IRL,Ireland,N2O,Nitrous oxide,TOTAL,1990,6524.85
IRL,Ireland,N2O,Nitrous oxide,TOTAL,1991,6315.53
IRL,Ireland,N2O,Nitrous oxide,TOTAL,1992,6252.56
IRL,Ireland,N2O,Nitrous oxide,TOTAL,1993,6414.8
IRL,Ireland,N2O,Nitrous oxide,TOTAL,1994,6646.13
IRL,Ireland,N2O,Nitrous oxide,TOTAL,1995,6921.24
IRL,Ireland,N2O,Nitrous oxide,TOTAL,1996,7019.06
IRL,Ireland,N2O,Nitrous oxide,TOTAL,1997,6930.81
IRL,Ireland,N2O,Nitrous oxide,TOTAL,1998,7337.55
IRL,Ireland,N2O,Nitrous oxide,TOTAL,1999,7123.05
IRL,Ireland,N2O,Nitrous oxide,TOTAL,2000,6871.2
IRL,Ireland,N2O,Nitrous oxide,TOTAL,2001,6467.92
IRL,Ireland,N2O,Nitrous oxide,TOTAL,2002,6184.53
IRL,Ireland,N2O,Nitrous oxide,TOTAL,2003,6122.33
IRL,Ireland,N2O,Nitrous oxide,TOTAL,2004,5982.42
IRL,Ireland,N2O,Nitrous oxide,TOTAL,2005,5900.31
IRL,Ireland,N2O,Nitrous oxide,TOTAL,2006,5832.36
IRL,Ireland,N2O,Nitrous oxide,TOTAL,2007,5606.4
IRL,Ireland,N2O,Nitrous oxide,TOTAL,2008,5500.14
IRL,Ireland,N2O,Nitrous oxide,TOTAL,2009,5346.96
IRL,Ireland,N2O,Nitrous oxide,TOTAL,2010,5582.67
IRL,Ireland,N2O,Nitrous oxide,TOTAL,2011,5176.91
IRL,Ireland,N2O,Nitrous oxide,TOTAL,2012,5379.66
IRL,Ireland,N2O,Nitrous oxide,TOTAL,2013,5749.64
IRL,Ireland,N2O,Nitrous oxide,TOTAL,2014,5524.79
IRL,Ireland,N2O,Nitrous oxide,TOTAL,2015,5574.85
IRL,Ireland,N2O,Nitrous oxide,TOTAL,2016,5675.58
IRL,Ireland,N2O,Nitrous oxide,TOTAL,2017,5965.4
IRL,Ireland,N2O,Nitrous oxide,TOTAL,2018,6288.98
IRL,Ireland,N2O,Nitrous oxide,TOTAL,2019,5921.79
IRL,Ireland,N2O,Nitrous oxide,TOTAL,2020,5926.08
IRL,Ireland,N2O,Nitrous oxide,TOTAL,2021,6146.64
IRL,Ireland,HFC,Hydrofluorocarbons,TOTAL,1990,0.5
IRL,Ireland,HFC,Hydrofluorocarbons,TOTAL,1991,0.64
IRL,Ireland,HFC,Hydrofluorocarbons,TOTAL,1992,0.78
IRL,Ireland,HFC,Hydrofluorocarbons,TOTAL,1993,6.52
IRL,Ireland,HFC,Hydrofluorocarbons,TOTAL,1994,18.24
IRL,Ireland,HFC,Hydrofluorocarbons,TOTAL,1995,31.43
IRL,Ireland,HFC,Hydrofluorocarbons,TOTAL,1996,72.83
IRL,Ireland,HFC,Hydrofluorocarbons,TOTAL,1997,114.93
IRL,Ireland,HFC,Hydrofluorocarbons,TOTAL,1998,141.32
IRL,Ireland,HFC,Hydrofluorocarbons,TOTAL,1999,185.01
IRL,Ireland,HFC,Hydrofluorocarbons,TOTAL,2000,245.68
IRL,Ireland,HFC,Hydrofluorocarbons,TOTAL,2001,296.29
IRL,Ireland,HFC,Hydrofluorocarbons,TOTAL,2002,379.01
IRL,Ireland,HFC,Hydrofluorocarbons,TOTAL,2003,516.37
IRL,Ireland,HFC,Hydrofluorocarbons,TOTAL,2004,660.4
IRL,Ireland,HFC,Hydrofluorocarbons,TOTAL,2005,820.35
IRL,Ireland,HFC,Hydrofluorocarbons,TOTAL,2006,869.33
IRL,Ireland,HFC,Hydrofluorocarbons,TOTAL,2007,882.33
IRL,Ireland,HFC,Hydrofluorocarbons,TOTAL,2008,961.77
IRL,Ireland,HFC,Hydrofluorocarbons,TOTAL,2009,1000.62
IRL,Ireland,HFC,Hydrofluorocarbons,TOTAL,2010,1016.91
IRL,Ireland,HFC,Hydrofluorocarbons,TOTAL,2011,1041.71
IRL,Ireland,HFC,Hydrofluorocarbons,TOTAL,2012,1031.37
IRL,Ireland,HFC,Hydrofluorocarbons,TOTAL,2013,1061.06
IRL,Ireland,HFC,Hydrofluorocarbons,TOTAL,2014,1139.36
IRL,Ireland,HFC,Hydrofluorocarbons,TOTAL,2015,1116.56
IRL,Ireland,HFC,Hydrofluorocarbons,TOTAL,2016,1184.31
IRL,Ireland,HFC,Hydrofluorocarbons,TOTAL,2017,1094.3
IRL,Ireland,HFC,Hydrofluorocarbons,TOTAL,2018,783.93
IRL,Ireland,HFC,Hydrofluorocarbons,TOTAL,2019,772.03
IRL,Ireland,HFC,Hydrofluorocarbons,TOTAL,2020,624.08
IRL,Ireland,HFC,Hydrofluorocarbons,TOTAL,2021,672.99
IRL,Ireland,PFC,Perfluorocarbons,TOTAL,1990,0.11
IRL,Ireland,PFC,Perfluorocarbons,TOTAL,1991,8.96
IRL,Ireland,PFC,Perfluorocarbons,TOTAL,1992,17.81
IRL,Ireland,PFC,Perfluorocarbons,TOTAL,1993,35.52
IRL,Ireland,PFC,Perfluorocarbons,TOTAL,1994,53.22
IRL,Ireland,PFC,Perfluorocarbons,TOTAL,1995,88.63
IRL,Ireland,PFC,Perfluorocarbons,TOTAL,1996,121.01
IRL,Ireland,PFC,Perfluorocarbons,TOTAL,1997,153.43
IRL,Ireland,PFC,Perfluorocarbons,TOTAL,1998,71.86
IRL,Ireland,PFC,Perfluorocarbons,TOTAL,1999,231.47
IRL,Ireland,PFC,Perfluorocarbons,TOTAL,2000,361.34
IRL,Ireland,PFC,Perfluorocarbons,TOTAL,2001,344.67
IRL,Ireland,PFC,Perfluorocarbons,TOTAL,2002,243.19
IRL,Ireland,PFC,Perfluorocarbons,TOTAL,2003,259.43
IRL,Ireland,PFC,Perfluorocarbons,TOTAL,2004,213.16
IRL,Ireland,PFC,Perfluorocarbons,TOTAL,2005,196.47
IRL,Ireland,PFC,Perfluorocarbons,TOTAL,2006,173.43
IRL,Ireland,PFC,Perfluorocarbons,TOTAL,2007,152.75
IRL,Ireland,PFC,Perfluorocarbons,TOTAL,2008,123.71
IRL,Ireland,PFC,Perfluorocarbons,TOTAL,2009,75.93
IRL,Ireland,PFC,Perfluorocarbons,TOTAL,2010,42.29
IRL,Ireland,PFC,Perfluorocarbons,TOTAL,2011,14.44
IRL,Ireland,PFC,Perfluorocarbons,TOTAL,2012,8.7
IRL,Ireland,PFC,Perfluorocarbons,TOTAL,2013,7.57
IRL,Ireland,PFC,Perfluorocarbons,TOTAL,2014,3.23
IRL,Ireland,PFC,Perfluorocarbons,TOTAL,2015,18.47
IRL,Ireland,PFC,Perfluorocarbons,TOTAL,2016,33.55
IRL,Ireland,PFC,Perfluorocarbons,TOTAL,2017,42.38
IRL,Ireland,PFC,Perfluorocarbons,TOTAL,2018,44.81
IRL,Ireland,PFC,Perfluorocarbons,TOTAL,2019,56.65
IRL,Ireland,PFC,Perfluorocarbons,TOTAL,2020,63.97
IRL,Ireland,PFC,Perfluorocarbons,TOTAL,2021,64.95
IRL,Ireland,SF6,Sulphur hexafluoride,TOTAL,1990,34.92
IRL,Ireland,SF6,Sulphur hexafluoride,TOTAL,1991,40.06
IRL,Ireland,SF6,Sulphur hexafluoride,TOTAL,1992,45.2
IRL,Ireland,SF6,Sulphur hexafluoride,TOTAL,1993,54.53
IRL,Ireland,SF6,Sulphur hexafluoride,TOTAL,1994,63.85
IRL,Ireland,SF6,Sulphur hexafluoride,TOTAL,1995,81.54
IRL,Ireland,SF6,Sulphur hexafluoride,TOTAL,1996,100.46
IRL,Ireland,SF6,Sulphur hexafluoride,TOTAL,1997,129.99
IRL,Ireland,SF6,Sulphur hexafluoride,TOTAL,1998,91.51
IRL,Ireland,SF6,Sulphur hexafluoride,TOTAL,1999,66.22
IRL,Ireland,SF6,Sulphur hexafluoride,TOTAL,2000,53.41
IRL,Ireland,SF6,Sulphur hexafluoride,TOTAL,2001,66.67
IRL,Ireland,SF6,Sulphur hexafluoride,TOTAL,2002,66.55
IRL,Ireland,SF6,Sulphur hexafluoride,TOTAL,2003,113.43
IRL,Ireland,SF6,Sulphur hexafluoride,TOTAL,2004,67.54
IRL,Ireland,SF6,Sulphur hexafluoride,TOTAL,2005,100.06
IRL,Ireland,SF6,Sulphur hexafluoride,TOTAL,2006,62.22
IRL,Ireland,SF6,Sulphur hexafluoride,TOTAL,2007,64.98
IRL,Ireland,SF6,Sulphur hexafluoride,TOTAL,2008,56.46
IRL,Ireland,SF6,Sulphur hexafluoride,TOTAL,2009,40.44
IRL,Ireland,SF6,Sulphur hexafluoride,TOTAL,2010,34.15
IRL,Ireland,SF6,Sulphur hexafluoride,TOTAL,2011,46.89
IRL,Ireland,SF6,Sulphur hexafluoride,TOTAL,2012,38.57
IRL,Ireland,SF6,Sulphur hexafluoride,TOTAL,2013,44.9
IRL,Ireland,SF6,Sulphur hexafluoride,TOTAL,2014,38.57
IRL,Ireland,SF6,Sulphur hexafluoride,TOTAL,2015,45.87
IRL,Ireland,SF6,Sulphur hexafluoride,TOTAL,2016,40.51
IRL,Ireland,SF6,Sulphur hexafluoride,TOTAL,2017,40.43
IRL,Ireland,SF6,Sulphur hexafluoride,TOTAL,2018,42.19
IRL,Ireland,SF6,Sulphur hexafluoride,TOTAL,2019,34.61
