COU,Country,POL,Pollutant,VAR,Year,Value
AUS,Australia,GHG,Greenhouse gases,TOTAL,1990,438056.76
AUS,Australia,GHG,Greenhouse gases,TOTAL,1991,438049.29
AUS,Australia,GHG,Greenhouse gases,TOTAL,1992,441752.18
AUS,Australia,GHG,Greenhouse gases,TOTAL,1993,442282.48
AUS,Australia,GHG,Greenhouse gases,TOTAL,1994,442610.56
AUS,Australia,GHG,Greenhouse gases,TOTAL,1995,451076.46
AUS,Australia,GHG,Greenhouse gases,TOTAL,1996,457574.99
AUS,Australia,GHG,Greenhouse gases,TOTAL,1997,469835.69
AUS,Australia,GHG,Greenhouse gases,TOTAL,1998,484037.12
AUS,Australia,GHG,Greenhouse gases,TOTAL,1999,489971.16
AUS,Australia,GHG,Greenhouse gases,TOTAL,2000,501588.99
AUS,Australia,GHG,Greenhouse gases,TOTAL,2001,509456.08
AUS,Australia,GHG,Greenhouse gases,TOTAL,2002,513171.01
AUS,Australia,GHG,Greenhouse gases,TOTAL,2003,511714.21
AUS,Australia,GHG,Greenhouse gases,TOTAL,2004,528827.43
AUS,Australia,GHG,Greenhouse gases,TOTAL,2005,535589.76
AUS,Australia,GHG,Greenhouse gases,TOTAL,2006,540017.78
AUS,Australia,GHG,Greenhouse gases,TOTAL,2007,546739.52
AUS,Australia,GHG,Greenhouse gases,TOTAL,2008,549128.82
AUS,Australia,GHG,Greenhouse gases,TOTAL,2009,552127.35
AUS,Australia,GHG,Greenhouse gases,TOTAL,2010,547172.76
AUS,Australia,GHG,Greenhouse gases,TOTAL,2011,549007.35
AUS,Australia,GHG,Greenhouse gases,TOTAL,2012,552305.55
AUS,Australia,GHG,Greenhouse gases,TOTAL,2013,543798.68
AUS,Australia,GHG,Greenhouse gases,TOTAL,2014,535451.44
AUS,Australia,GHG,Greenhouse gases,TOTAL,2015,544231.81
AUS,Australia,GHG,Greenhouse gases,TOTAL,2016,552354.83
AUS,Australia,GHG,Greenhouse gases,TOTAL,2017,559581.11
AUS,Australia,GHG,Greenhouse gases,TOTAL,2018,560827.41
AUS,Australia,GHG,Greenhouse gases,TOTAL,2019,555244.93
AUS,Australia,GHG,Greenhouse gases,TOTAL,2020,536739.72
AUS,Australia,GHG,Greenhouse gases,TOTAL,2021,528631.65
AUS,Australia,CO2,Carbon dioxide,TOTAL,1990,278160.27
AUS,Australia,CO2,Carbon dioxide,TOTAL,1991,279534.03
AUS,Australia,CO2,Carbon dioxide,TOTAL,1992,284528.77
AUS,Australia,CO2,Carbon dioxide,TOTAL,1993,288873.51
AUS,Australia,CO2,Carbon dioxide,TOTAL,1994,293700.92
AUS,Australia,CO2,Carbon dioxide,TOTAL,1995,305055.59
AUS,Australia,CO2,Carbon dioxide,TOTAL,1996,311940.49
AUS,Australia,CO2,Carbon dioxide,TOTAL,1997,320332.76
AUS,Australia,CO2,Carbon dioxide,TOTAL,1998,334135.55
AUS,Australia,CO2,Carbon dioxide,TOTAL,1999,343959.21
AUS,Australia,CO2,Carbon dioxide,TOTAL,2000,350007.7
AUS,Australia,CO2,Carbon dioxide,TOTAL,2001,357783.39
AUS,Australia,CO2,Carbon dioxide,TOTAL,2002,362536.53
AUS,Australia,CO2,Carbon dioxide,TOTAL,2003,369441.74
AUS,Australia,CO2,Carbon dioxide,TOTAL,2004,382873.45
AUS,Australia,CO2,Carbon dioxide,TOTAL,2005,386205.38
AUS,Australia,CO2,Carbon dioxide,TOTAL,2006,392436.33
AUS,Australia,CO2,Carbon dioxide,TOTAL,2007,399676.26
AUS,Australia,CO2,Carbon dioxide,TOTAL,2008,404255.7
AUS,Australia,CO2,Carbon dioxide,TOTAL,2009,407477.16
AUS,Australia,CO2,Carbon dioxide,TOTAL,2010,405512.17
AUS,Australia,CO2,Carbon dioxide,TOTAL,2011,404256.79
AUS,Australia,CO2,Carbon dioxide,TOTAL,2012,406579.73
AUS,Australia,CO2,Carbon dioxide,TOTAL,2013,399288.01
AUS,Australia,CO2,Carbon dioxide,TOTAL,2014,393049.37
AUS,Australia,CO2,Carbon dioxide,TOTAL,2015,401378.36
AUS,Australia,CO2,Carbon dioxide,TOTAL,2016,410253.59
AUS,Australia,CO2,Carbon dioxide,TOTAL,2017,413655.46
AUS,Australia,CO2,Carbon dioxide,TOTAL,2018,415350.72
AUS,Australia,CO2,Carbon dioxide,TOTAL,2019,415811.27
AUS,Australia,CO2,Carbon dioxide,TOTAL,2020,399405.5
AUS,Australia,CO2,Carbon dioxide,TOTAL,2021,388777.53
AUS,Australia,CH4,Methane,TOTAL,1990,140149.43
AUS,Australia,CH4,Methane,TOTAL,1991,139103.31
AUS,Australia,CH4,Methane,TOTAL,1992,138028.61
AUS,Australia,CH4,Methane,TOTAL,1993,134529.86
AUS,Australia,CH4,Methane,TOTAL,1994,131341.09
AUS,Australia,CH4,Methane,TOTAL,1995,129738.15
AUS,Australia,CH4,Methane,TOTAL,1996,128974.72
AUS,Australia,CH4,Methane,TOTAL,1997,132163.21
AUS,Australia,CH4,Methane,TOTAL,1998,131972.99
AUS,Australia,CH4,Methane,TOTAL,1999,127862.47
AUS,Australia,CH4,Methane,TOTAL,2000,132216.59
AUS,Australia,CH4,Methane,TOTAL,2001,131162.52
AUS,Australia,CH4,Methane,TOTAL,2002,129343.35
AUS,Australia,CH4,Methane,TOTAL,2003,121551.4
AUS,Australia,CH4,Methane,TOTAL,2004,123216.54
AUS,Australia,CH4,Methane,TOTAL,2005,125777.26
AUS,Australia,CH4,Methane,TOTAL,2006,124654.13
AUS,Australia,CH4,Methane,TOTAL,2007,125065.3
AUS,Australia,CH4,Methane,TOTAL,2008,122148.67
AUS,Australia,CH4,Methane,TOTAL,2009,120768.26
AUS,Australia,CH4,Methane,TOTAL,2010,117387.55
AUS,Australia,CH4,Methane,TOTAL,2011,119118.78
AUS,Australia,CH4,Methane,TOTAL,2012,119488.41
AUS,Australia,CH4,Methane,TOTAL,2013,119059.3
AUS,Australia,CH4,Methane,TOTAL,2014,115962.82
AUS,Australia,CH4,Methane,TOTAL,2015,116479.08
AUS,Australia,CH4,Methane,TOTAL,2016,115338.57
AUS,Australia,CH4,Methane,TOTAL,2017,117465.13
AUS,Australia,CH4,Methane,TOTAL,2018,118013.43
AUS,Australia,CH4,Methane,TOTAL,2019,111602.97
AUS,Australia,CH4,Methane,TOTAL,2020,109758.73
AUS,Australia,CH4,Methane,TOTAL,2021,109934.74
AUS,Australia,N2O,Nitrous oxide,TOTAL,1990,14182.54
AUS,Australia,N2O,Nitrous oxide,TOTAL,1991,13824.71
AUS,Australia,N2O,Nitrous oxide,TOTAL,1992,13671.6
AUS,Australia,N2O,Nitrous oxide,TOTAL,1993,14078.64
AUS,Australia,N2O,Nitrous oxide,TOTAL,1994,14455.67
AUS,Australia,N2O,Nitrous oxide,TOTAL,1995,13717.7
AUS,Australia,N2O,Nitrous oxide,TOTAL,1996,14837.94
AUS,Australia,N2O,Nitrous oxide,TOTAL,1997,15533.34
AUS,Australia,N2O,Nitrous oxide,TOTAL,1998,15580.52
AUS,Australia,N2O,Nitrous oxide,TOTAL,1999,16002.33
AUS,Australia,N2O,Nitrous oxide,TOTAL,2000,16837.69
AUS,Australia,N2O,Nitrous oxide,TOTAL,2001,17116.33
AUS,Australia,N2O,Nitrous oxide,TOTAL,2002,17565.42
AUS,Australia,N2O,Nitrous oxide,TOTAL,2003,16538.91
AUS,Australia,N2O,Nitrous oxide,TOTAL,2004,18032.93
AUS,Australia,N2O,Nitrous oxide,TOTAL,2005,18093.91
AUS,Australia,N2O,Nitrous oxide,TOTAL,2006,18008.88
AUS,Australia,N2O,Nitrous oxide,TOTAL,2007,16587.02
AUS,Australia,N2O,Nitrous oxide,TOTAL,2008,16870.0
AUS,Australia,N2O,Nitrous oxide,TOTAL,2009,17266.46
AUS,Australia,N2O,Nitrous oxide,TOTAL,2010,17149.19
AUS,Australia,N2O,Nitrous oxide,TOTAL,2011,17829.27
AUS,Australia,N2O,Nitrous oxide,TOTAL,2012,18037.35
AUS,Australia,N2O,Nitrous oxide,TOTAL,2013,16979.99
AUS,Australia,N2O,Nitrous oxide,TOTAL,2014,17319.9
AUS,Australia,N2O,Nitrous oxide,TOTAL,2015,16757.11
AUS,Australia,N2O,Nitrous oxide,TOTAL,2016,16734.45
AUS,Australia,N2O,Nitrous oxide,TOTAL,2017,18236.68
AUS,Australia,N2O,Nitrous oxide,TOTAL,2018,17209.69
AUS,Australia,N2O,Nitrous oxide,TOTAL,2019,16727.65
AUS,Australia,N2O,Nitrous oxide,TOTAL,2020,16274.31
AUS,Australia,N2O,Nitrous oxide,TOTAL,2021,18060.12
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,1990,1193.65
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,1991,1193.65
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,1992,1116.99
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,1993,1533.14
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,1994,861.51
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,1995,862.28
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,1996,255.36
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,1997,426.82
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,1998,607.02
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,1999,904.92
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,2000,1150.49
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,2001,1547.72
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,2002,1939.88
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,2003,2431.44
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,2004,2925.33
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,2005,3699.51
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,2006,4108.71
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,2007,4706.38
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,2008,5286.32
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,2009,6141.55
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,2010,6735.33
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,2011,7409.83
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,2012,7816.42
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,2013,8187.26
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,2014,8837.37
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,2015,9343.46
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,2016,9705.24
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,2017,9922.29
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,2018,9891.61
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,2019,10688.48
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,2020,10949.19
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,2021,11405.41
AUS,Australia,PFC,Perfluorocarbons,TOTAL,1990,4143.53
AUS,Australia,PFC,Perfluorocarbons,TOTAL,1991,4146.89
AUS,Australia,PFC,Perfluorocarbons,TOTAL,1992,4140.18
AUS,Australia,PFC,Perfluorocarbons,TOTAL,1993,2981.97
AUS,Australia,PFC,Perfluorocarbons,TOTAL,1994,1946.68
AUS,Australia,PFC,Perfluorocarbons,TOTAL,1995,1376.83
AUS,Australia,PFC,Perfluorocarbons,TOTAL,1996,1268.5
AUS,Australia,PFC,Perfluorocarbons,TOTAL,1997,1104.59
AUS,Australia,PFC,Perfluorocarbons,TOTAL,1998,1493.46
AUS,Australia,PFC,Perfluorocarbons,TOTAL,1999,1024.47
AUS,Australia,PFC,Perfluorocarbons,TOTAL,2000,1157.58
AUS,Australia,PFC,Perfluorocarbons,TOTAL,2001,1620.61
AUS,Australia,PFC,Perfluorocarbons,TOTAL,2002,1553.82
AUS,Australia,PFC,Perfluorocarbons,TOTAL,2003,1514.57
AUS,Australia,PFC,Perfluorocarbons,TOTAL,2004,1541.43
AUS,Australia,PFC,Perfluorocarbons,TOTAL,2005,1611.45
AUS,Australia,PFC,Perfluorocarbons,TOTAL,2006,617.94
AUS,Australia,PFC,Perfluorocarbons,TOTAL,2007,524.06
AUS,Australia,PFC,Perfluorocarbons,TOTAL,2008,399.8
AUS,Australia,PFC,Perfluorocarbons,TOTAL,2009,322.43
AUS,Australia,PFC,Perfluorocarbons,TOTAL,2010,254.73
AUS,Australia,PFC,Perfluorocarbons,TOTAL,2011,270.9
AUS,Australia,PFC,Perfluorocarbons,TOTAL,2012,265.13
AUS,Australia,PFC,Perfluorocarbons,TOTAL,2013,172.62
AUS,Australia,PFC,Perfluorocarbons,TOTAL,2014,173.11
AUS,Australia,PFC,Perfluorocarbons,TOTAL,2015,154.06
AUS,Australia,PFC,Perfluorocarbons,TOTAL,2016,202.25
AUS,Australia,PFC,Perfluorocarbons,TOTAL,2017,182.65
AUS,Australia,PFC,Perfluorocarbons,TOTAL,2018,212.24
AUS,Australia,PFC,Perfluorocarbons,TOTAL,2019,273.5
AUS,Australia,PFC,Perfluorocarbons,TOTAL,2020,243.12
AUS,Australia,PFC,Perfluorocarbons,TOTAL,2021,291.48
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,1990,227.33
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,1991,246.69
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,1992,266.04
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,1993,285.37
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,1994,304.68
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,1995,325.92
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,1996,297.97
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,1997,274.96
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,1998,247.58
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,1999,217.78
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,2000,218.95
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,2001,225.51
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,2002,232.01
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,2003,236.15
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,2004,237.75
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,2005,202.24
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,2006,191.78
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,2007,180.5
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,2008,168.34
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,2009,151.51
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,2010,133.79
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,2011,121.78
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,2012,118.51
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,2013,111.49
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,2014,108.88
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,2015,119.74
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,2016,120.72
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,2017,118.9
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,2018,149.73
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,2019,141.06
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,2020,108.87
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,2021,162.36
AUT,Austria,GHG,Greenhouse gases,TOTAL,1990,79047.23
AUT,Austria,GHG,Greenhouse gases,TOTAL,1991,82711.16
AUT,Austria,GHG,Greenhouse gases,TOTAL,1992,76142.81
AUT,Austria,GHG,Greenhouse gases,TOTAL,1993,76517.86
AUT,Austria,GHG,Greenhouse gases,TOTAL,1994,76725.97
AUT,Austria,GHG,Greenhouse gases,TOTAL,1995,79953.24
AUT,Austria,GHG,Greenhouse gases,TOTAL,1996,83112.93
AUT,Austria,GHG,Greenhouse gases,TOTAL,1997,82719.63
AUT,Austria,GHG,Greenhouse gases,TOTAL,1998,82012.9
AUT,Austria,GHG,Greenhouse gases,TOTAL,1999,80455.15
AUT,Austria,GHG,Greenhouse gases,TOTAL,2000,80619.36
AUT,Austria,GHG,Greenhouse gases,TOTAL,2001,84514.05
AUT,Austria,GHG,Greenhouse gases,TOTAL,2002,86267.54
AUT,Austria,GHG,Greenhouse gases,TOTAL,2003,91636.3
AUT,Austria,GHG,Greenhouse gases,TOTAL,2004,91427.9
AUT,Austria,GHG,Greenhouse gases,TOTAL,2005,92588.58
AUT,Austria,GHG,Greenhouse gases,TOTAL,2006,90158.67
AUT,Austria,GHG,Greenhouse gases,TOTAL,2007,87377.95
AUT,Austria,GHG,Greenhouse gases,TOTAL,2008,86770.82
AUT,Austria,GHG,Greenhouse gases,TOTAL,2009,80137.03
AUT,Austria,GHG,Greenhouse gases,TOTAL,2010,84693.29
AUT,Austria,GHG,Greenhouse gases,TOTAL,2011,82505.76
AUT,Austria,GHG,Greenhouse gases,TOTAL,2012,79788.32
AUT,Austria,GHG,Greenhouse gases,TOTAL,2013,80228.52
AUT,Austria,GHG,Greenhouse gases,TOTAL,2014,76662.66
AUT,Austria,GHG,Greenhouse gases,TOTAL,2015,78884.46
AUT,Austria,GHG,Greenhouse gases,TOTAL,2016,79821.26
AUT,Austria,GHG,Greenhouse gases,TOTAL,2017,82132.49
AUT,Austria,GHG,Greenhouse gases,TOTAL,2018,78854.37
AUT,Austria,GHG,Greenhouse gases,TOTAL,2019,79994.14
AUT,Austria,GHG,Greenhouse gases,TOTAL,2020,73910.84
AUT,Austria,GHG,Greenhouse gases,TOTAL,2021,77532.35
AUT,Austria,CO2,Carbon dioxide,TOTAL,1990,62167.16
AUT,Austria,CO2,Carbon dioxide,TOTAL,1991,65765.66
AUT,Austria,CO2,Carbon dioxide,TOTAL,1992,60266.15
AUT,Austria,CO2,Carbon dioxide,TOTAL,1993,60692.13
AUT,Austria,CO2,Carbon dioxide,TOTAL,1994,61066.64
AUT,Austria,CO2,Carbon dioxide,TOTAL,1995,64044.06
AUT,Austria,CO2,Carbon dioxide,TOTAL,1996,67388.55
AUT,Austria,CO2,Carbon dioxide,TOTAL,1997,67285.13
AUT,Austria,CO2,Carbon dioxide,TOTAL,1998,66920.03
AUT,Austria,CO2,Carbon dioxide,TOTAL,1999,65671.31
AUT,Austria,CO2,Carbon dioxide,TOTAL,2000,66171.72
AUT,Austria,CO2,Carbon dioxide,TOTAL,2001,70171.32
AUT,Austria,CO2,Carbon dioxide,TOTAL,2002,71974.94
AUT,Austria,CO2,Carbon dioxide,TOTAL,2003,77401.89
AUT,Austria,CO2,Carbon dioxide,TOTAL,2004,77699.21
AUT,Austria,CO2,Carbon dioxide,TOTAL,2005,79097.4
AUT,Austria,CO2,Carbon dioxide,TOTAL,2006,76817.41
AUT,Austria,CO2,Carbon dioxide,TOTAL,2007,74117.8
AUT,Austria,CO2,Carbon dioxide,TOTAL,2008,73495.47
AUT,Austria,CO2,Carbon dioxide,TOTAL,2009,67315.33
AUT,Austria,CO2,Carbon dioxide,TOTAL,2010,72017.32
AUT,Austria,CO2,Carbon dioxide,TOTAL,2011,69909.26
AUT,Austria,CO2,Carbon dioxide,TOTAL,2012,67282.92
AUT,Austria,CO2,Carbon dioxide,TOTAL,2013,67776.04
AUT,Austria,CO2,Carbon dioxide,TOTAL,2014,64175.9
AUT,Austria,CO2,Carbon dioxide,TOTAL,2015,66365.64
AUT,Austria,CO2,Carbon dioxide,TOTAL,2016,67226.57
AUT,Austria,CO2,Carbon dioxide,TOTAL,2017,69608.67
AUT,Austria,CO2,Carbon dioxide,TOTAL,2018,66571.89
AUT,Austria,CO2,Carbon dioxide,TOTAL,2019,67956.16
AUT,Austria,CO2,Carbon dioxide,TOTAL,2020,62121.25
AUT,Austria,CO2,Carbon dioxide,TOTAL,2021,66018.63
AUT,Austria,CH4,Methane,TOTAL,1990,11318.85
AUT,Austria,CH4,Methane,TOTAL,1991,11199.92
AUT,Austria,CH4,Methane,TOTAL,1992,10893.5
AUT,Austria,CH4,Methane,TOTAL,1993,10937.03
AUT,Austria,CH4,Methane,TOTAL,1994,10605.4
AUT,Austria,CH4,Methane,TOTAL,1995,10513.79
AUT,Austria,CH4,Methane,TOTAL,1996,10168.6
AUT,Austria,CH4,Methane,TOTAL,1997,9838.05
AUT,Austria,CH4,Methane,TOTAL,1998,9649.96
AUT,Austria,CH4,Methane,TOTAL,1999,9452.01
AUT,Austria,CH4,Methane,TOTAL,2000,9217.85
AUT,Austria,CH4,Methane,TOTAL,2001,9021.74
AUT,Austria,CH4,Methane,TOTAL,2002,8864.24
AUT,Austria,CH4,Methane,TOTAL,2003,8783.49
AUT,Austria,CH4,Methane,TOTAL,2004,8775.22
AUT,Austria,CH4,Methane,TOTAL,2005,8514.25
AUT,Austria,CH4,Methane,TOTAL,2006,8379.43
AUT,Austria,CH4,Methane,TOTAL,2007,8245.19
AUT,Austria,CH4,Methane,TOTAL,2008,8082.37
AUT,Austria,CH4,Methane,TOTAL,2009,7957.54
AUT,Austria,CH4,Methane,TOTAL,2010,7835.56
AUT,Austria,CH4,Methane,TOTAL,2011,7604.12
AUT,Austria,CH4,Methane,TOTAL,2012,7469.67
AUT,Austria,CH4,Methane,TOTAL,2013,7348.95
AUT,Austria,CH4,Methane,TOTAL,2014,7190.58
AUT,Austria,CH4,Methane,TOTAL,2015,7103.22
AUT,Austria,CH4,Methane,TOTAL,2016,7023.27
AUT,Austria,CH4,Methane,TOTAL,2017,6993.4
AUT,Austria,CH4,Methane,TOTAL,2018,6757.87
AUT,Austria,CH4,Methane,TOTAL,2019,6608.55
AUT,Austria,CH4,Methane,TOTAL,2020,6502.9
AUT,Austria,CH4,Methane,TOTAL,2021,6499.26
AUT,Austria,N2O,Nitrous oxide,TOTAL,1990,4011.19
AUT,Austria,N2O,Nitrous oxide,TOTAL,1991,4037.49
AUT,Austria,N2O,Nitrous oxide,TOTAL,1992,3843.12
AUT,Austria,N2O,Nitrous oxide,TOTAL,1993,3849.66
AUT,Austria,N2O,Nitrous oxide,TOTAL,1994,3797.62
AUT,Austria,N2O,Nitrous oxide,TOTAL,1995,3856.17
AUT,Austria,N2O,Nitrous oxide,TOTAL,1996,3872.2
AUT,Austria,N2O,Nitrous oxide,TOTAL,1997,3882.96
AUT,Austria,N2O,Nitrous oxide,TOTAL,1998,3922.41
AUT,Austria,N2O,Nitrous oxide,TOTAL,1999,3899.11
AUT,Austria,N2O,Nitrous oxide,TOTAL,2000,3871.5
AUT,Austria,N2O,Nitrous oxide,TOTAL,2001,3748.04
AUT,Austria,N2O,Nitrous oxide,TOTAL,2002,3736.09
AUT,Austria,N2O,Nitrous oxide,TOTAL,2003,3722.19
AUT,Austria,N2O,Nitrous oxide,TOTAL,2004,3189.7
AUT,Austria,N2O,Nitrous oxide,TOTAL,2005,3188.21
AUT,Austria,N2O,Nitrous oxide,TOTAL,2006,3194.59
AUT,Austria,N2O,Nitrous oxide,TOTAL,2007,3210.57
AUT,Austria,N2O,Nitrous oxide,TOTAL,2008,3362.01
AUT,Austria,N2O,Nitrous oxide,TOTAL,2009,3163.79
AUT,Austria,N2O,Nitrous oxide,TOTAL,2010,2994.28
AUT,Austria,N2O,Nitrous oxide,TOTAL,2011,3087.34
AUT,Austria,N2O,Nitrous oxide,TOTAL,2012,3061.23
AUT,Austria,N2O,Nitrous oxide,TOTAL,2013,3045.88
AUT,Austria,N2O,Nitrous oxide,TOTAL,2014,3127.41
AUT,Austria,N2O,Nitrous oxide,TOTAL,2015,3142.2
AUT,Austria,N2O,Nitrous oxide,TOTAL,2016,3230.68
AUT,Austria,N2O,Nitrous oxide,TOTAL,2017,3174.93
AUT,Austria,N2O,Nitrous oxide,TOTAL,2018,3135.73
AUT,Austria,N2O,Nitrous oxide,TOTAL,2019,3130.6
AUT,Austria,N2O,Nitrous oxide,TOTAL,2020,3088.92
AUT,Austria,N2O,Nitrous oxide,TOTAL,2021,3122.74
AUT,Austria,HFC,Hydrofluorocarbons,TOTAL,1990,2.04
AUT,Austria,HFC,Hydrofluorocarbons,TOTAL,1991,3.26
AUT,Austria,HFC,Hydrofluorocarbons,TOTAL,1992,4.72
AUT,Austria,HFC,Hydrofluorocarbons,TOTAL,1993,214.87
AUT,Austria,HFC,Hydrofluorocarbons,TOTAL,1994,236.91
AUT,Austria,HFC,Hydrofluorocarbons,TOTAL,1995,324.03
AUT,Austria,HFC,Hydrofluorocarbons,TOTAL,1996,390.65
AUT,Austria,HFC,Hydrofluorocarbons,TOTAL,1997,473.12
AUT,Austria,HFC,Hydrofluorocarbons,TOTAL,1998,564.81
AUT,Austria,HFC,Hydrofluorocarbons,TOTAL,1999,656.28
AUT,Austria,HFC,Hydrofluorocarbons,TOTAL,2000,676.69
AUT,Austria,HFC,Hydrofluorocarbons,TOTAL,2001,808.34
AUT,Austria,HFC,Hydrofluorocarbons,TOTAL,2002,957.24
AUT,Austria,HFC,Hydrofluorocarbons,TOTAL,2003,1026.65
AUT,Austria,HFC,Hydrofluorocarbons,TOTAL,2004,1095.0
AUT,Austria,HFC,Hydrofluorocarbons,TOTAL,2005,1103.52
AUT,Austria,HFC,Hydrofluorocarbons,TOTAL,2006,1112.88
AUT,Austria,HFC,Hydrofluorocarbons,TOTAL,2007,1161.82
AUT,Austria,HFC,Hydrofluorocarbons,TOTAL,2008,1207.53
AUT,Austria,HFC,Hydrofluorocarbons,TOTAL,2009,1311.31
AUT,Austria,HFC,Hydrofluorocarbons,TOTAL,2010,1425.57
AUT,Austria,HFC,Hydrofluorocarbons,TOTAL,2011,1517.98
AUT,Austria,HFC,Hydrofluorocarbons,TOTAL,2012,1599.07
AUT,Austria,HFC,Hydrofluorocarbons,TOTAL,2013,1689.2
AUT,Austria,HFC,Hydrofluorocarbons,TOTAL,2014,1787.24
AUT,Austria,HFC,Hydrofluorocarbons,TOTAL,2015,1896.86
AUT,Austria,HFC,Hydrofluorocarbons,TOTAL,2016,1884.44
AUT,Austria,HFC,Hydrofluorocarbons,TOTAL,2017,1892.29
AUT,Austria,HFC,Hydrofluorocarbons,TOTAL,2018,1945.85
AUT,Austria,HFC,Hydrofluorocarbons,TOTAL,2019,1801.57
AUT,Austria,HFC,Hydrofluorocarbons,TOTAL,2020,1704.97
AUT,Austria,HFC,Hydrofluorocarbons,TOTAL,2021,1485.82
AUT,Austria,PFC,Perfluorocarbons,TOTAL,1990,1062.93
AUT,Austria,PFC,Perfluorocarbons,TOTAL,1991,1071.84
AUT,Austria,PFC,Perfluorocarbons,TOTAL,1992,458.9
AUT,Austria,PFC,Perfluorocarbons,TOTAL,1993,57.32
AUT,Austria,PFC,Perfluorocarbons,TOTAL,1994,64.07
AUT,Austria,PFC,Perfluorocarbons,TOTAL,1995,75.28
AUT,Austria,PFC,Perfluorocarbons,TOTAL,1996,72.47
AUT,Austria,PFC,Perfluorocarbons,TOTAL,1997,106.08
AUT,Austria,PFC,Perfluorocarbons,TOTAL,1998,50.27
AUT,Austria,PFC,Perfluorocarbons,TOTAL,1999,71.59
AUT,Austria,PFC,Perfluorocarbons,TOTAL,2000,79.61
AUT,Austria,PFC,Perfluorocarbons,TOTAL,2001,106.13
AUT,Austria,PFC,Perfluorocarbons,TOTAL,2002,93.07
AUT,Austria,PFC,Perfluorocarbons,TOTAL,2003,115.59
AUT,Austria,PFC,Perfluorocarbons,TOTAL,2004,145.06
AUT,Austria,PFC,Perfluorocarbons,TOTAL,2005,150.06
AUT,Austria,PFC,Perfluorocarbons,TOTAL,2006,156.33
